pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type,year_month
503,2022-10-16,Walking,,"","",6083,66+,Fish,2022-10
556,2023-04-04,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,3870,26-35,Fish,2023-04
6141,2023-08-16,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7658,56-65,Dog,2023-08
4912,2023-06-03,Resting,33,"","",3425,66+,Dog,2023-06
9578,2023-07-31,Playing,79,"","",2135,46-55,Fish,2023-07
6896,2022-05-25,Resting,89,"","",7961,56-65,Dog,2022-05
6205,2023-07-08,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1937,56-65,Rabbit,2023-07
1441,2023-12-09,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8360,18-25,Hamster,2023-12
9578,2023-09-29,Health,0,Annual Checkup,"All clear, healthy diet recommended",2135,46-55,Fish,2023-09
7393,2022-11-26,Health,0,Injury,"Minor surgery performed, recovery monitored",7018,18-25,Dog,2022-11
3228,2022-07-17,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8432,66+,Fish,2022-07
9244,2023-04-29,Resting,26,"","",9723,66+,Rabbit,2023-04
3884,2022-04-02,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,6355,66+,Rabbit,2022-04
6315,2023-11-30,Resting,,"","",7039,56-65,Dog,2023-11
5622,2023-09-20,Playing,10,"","",3739,66+,Cat,2023-09
9930,2022-09-13,Resting,46,"","",7016,18-25,Dog,2022-09
6838,2022-06-20,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",487,36-45,Rabbit,2022-06
5632,2022-04-28,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6055,26-35,Cat,2022-04
8353,2023-08-18,Health,0,Annual Checkup,"All clear, healthy diet recommended",94,18-25,Fish,2023-08
8586,2022-08-25,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9364,66+,Hamster,2022-08
8237,2022-10-27,Walking,49,"","",200,66+,Fish,2022-10
2898,2022-08-19,Health,0,Annual Checkup,"All clear, healthy diet recommended",8599,46-55,Cat,2022-08
2794,2022-06-22,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9306,66+,Dog,2022-06
2729,2023-04-09,Health,0,Annual Checkup,Diet adjustment recommended for weight management,26,46-55,Rabbit,2023-04
4778,2023-10-06,Health,0,Annual Checkup,"All clear, healthy diet recommended",477,56-65,Cat,2023-10
9472,2022-09-05,Health,0,Injury,"Minor surgery performed, recovery monitored",4878,46-55,Cat,2022-09
9558,2023-03-05,Health,0,Dental Cleaning,"Cleaning done, no dental issues",258,46-55,Rabbit,2023-03
2060,2023-12-11,Walking,23,"","",9346,46-55,Hamster,2023-12
7030,2022-10-28,Playing,49,"","",5761,26-35,Rabbit,2022-10
5540,2023-01-11,Health,0,Injury,Physical therapy recommended for joint issues,8158,56-65,Dog,2023-01
9221,2023-11-05,Walking,54,"","",5930,36-45,Fish,2023-11
1902,2022-08-31,Walking,,"","",3039,36-45,Dog,2022-08
9712,2023-10-25,Resting,24,"","",3539,36-45,Cat,2023-10
6480,2023-10-27,Walking,5,"","",6899,66+,Dog,2023-10
4098,2023-11-24,Playing,36,"","",2969,66+,Rabbit,2023-11
696,2022-12-27,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1036,26-35,Rabbit,2022-12
8989,2023-07-01,Resting,52,"","",3803,36-45,Dog,2023-07
3727,2023-10-13,Playing,56,"","",8154,66+,Dog,2023-10
3040,2022-05-02,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,5637,18-25,Rabbit,2022-05
5334,2023-11-19,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9015,26-35,Cat,2023-11
3686,2023-07-11,Health,0,Injury,"Minor surgery performed, recovery monitored",2979,26-35,Rabbit,2023-07
2528,2022-09-24,Walking,13,"","",667,26-35,Fish,2022-09
4307,2023-05-26,Walking,73,"","",2654,56-65,Hamster,2023-05
209,2022-09-11,Resting,20,"","",9137,56-65,Fish,2022-09
9684,2022-12-09,Health,0,Dental Cleaning,"Cleaning done, no dental issues",560,18-25,Hamster,2022-12
1345,2023-06-17,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9512,18-25,Fish,2023-06
7393,2023-03-27,Playing,82,"","",7018,18-25,Dog,2023-03
7296,2023-12-07,Health,0,Annual Checkup,"All clear, healthy diet recommended",4562,26-35,Dog,2023-12
5457,2022-09-10,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9437,18-25,Fish,2022-09
215,2022-12-14,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8458,26-35,Dog,2022-12
5919,2023-04-04,Resting,,"","",8009,26-35,Fish,2023-04
309,2023-05-02,Health,0,Annual Checkup,Diet adjustment recommended for weight management,4240,66+,Rabbit,2023-05
7757,2023-06-09,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1457,18-25,Hamster,2023-06
3612,2023-09-01,Walking,16,"","",787,36-45,Fish,2023-09
7190,2022-08-29,Health,0,Injury,Physical therapy recommended for joint issues,2160,36-45,Hamster,2022-08
2287,2022-09-07,Walking,88,"","",7057,66+,Rabbit,2022-09
6939,2023-04-04,Resting,62,"","",3445,46-55,Rabbit,2023-04
239,2023-09-17,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1625,36-45,Fish,2023-09
751,2023-10-29,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7703,46-55,Fish,2023-10
6919,2022-08-26,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,499,36-45,Hamster,2022-08
7757,2023-10-22,Resting,8,"","",1457,18-25,Hamster,2023-10
3846,2023-07-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8609,56-65,Fish,2023-07
9721,2023-05-15,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4991,26-35,Rabbit,2023-05
2144,2022-10-31,Walking,29,"","",6471,46-55,Fish,2022-10
3223,2023-09-18,Walking,3,"","",7880,26-35,Cat,2023-09
1057,2023-03-20,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6689,46-55,Fish,2023-03
774,2023-12-24,Health,0,Annual Checkup,Diet adjustment recommended for weight management,8152,26-35,Dog,2023-12
1949,2023-02-07,Playing,79,"","",8827,46-55,Rabbit,2023-02
2144,2023-10-23,Resting,,"","",6471,46-55,Fish,2023-10
9900,2023-02-02,Health,0,Injury,"Minor surgery performed, recovery monitored",1102,36-45,Dog,2023-02
8840,2022-10-03,Playing,,"","",3588,18-25,Fish,2022-10
4778,2022-05-11,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",477,56-65,Cat,2022-05
8226,2022-06-09,Resting,21,"","",2391,56-65,Rabbit,2022-06
7642,2023-05-10,Playing,81,"","",8967,26-35,Rabbit,2023-05
3132,2022-10-02,Resting,35,"","",3504,66+,Rabbit,2022-10
8840,2023-01-11,Walking,56,"","",3588,18-25,Fish,2023-01
8349,2023-12-08,Playing,80,"","",6591,26-35,Rabbit,2023-12
2794,2022-04-29,Walking,56,"","",9306,66+,Dog,2022-04
5643,2023-07-23,Health,0,Injury,"Sprain identified, rest and limited movement advised",3428,56-65,Rabbit,2023-07
3088,2022-10-15,Playing,69,"","",1339,18-25,Hamster,2022-10
3444,2023-01-22,Health,0,Injury,"Sprain identified, rest and limited movement advised",9116,66+,Rabbit,2023-01
3291,2023-04-17,Walking,29,"","",9548,56-65,Fish,2023-04
2441,2023-07-17,Playing,4,"","",2238,18-25,Rabbit,2023-07
2729,2023-06-07,Health,0,Annual Checkup,Diet adjustment recommended for weight management,26,46-55,Rabbit,2023-06
5243,2023-08-16,Playing,18,"","",3974,46-55,Cat,2023-08
9445,2023-01-19,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3664,18-25,Dog,2023-01
7296,2023-03-30,Walking,71,"","",4562,26-35,Dog,2023-03
1322,2022-05-23,Health,0,Injury,"Minor surgery performed, recovery monitored",1748,66+,Fish,2022-05
9721,2023-07-04,Health,0,Annual Checkup,"All clear, healthy diet recommended",4991,26-35,Rabbit,2023-07
4480,2022-05-02,Playing,22,"","",9044,46-55,Hamster,2022-05
6963,2023-06-12,Walking,33,"","",1749,56-65,Rabbit,2023-06
6194,2022-10-18,Walking,65,"","",6231,46-55,Cat,2022-10
4278,2022-12-24,Playing,57,"","",6524,46-55,Cat,2022-12
8149,2022-12-01,Playing,42,"","",7913,66+,Dog,2022-12
8244,2023-11-16,Playing,,"","",5743,66+,Fish,2023-11
831,2022-11-15,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5416,46-55,Cat,2022-11
2448,2023-01-14,Health,0,Injury,"Minor surgery performed, recovery monitored",5266,26-35,Hamster,2023-01
7833,2022-10-17,Playing,18,"","",3276,46-55,Fish,2022-10
3228,2022-04-03,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8432,66+,Fish,2022-04
3300,2023-03-30,Health,0,Injury,Physical therapy recommended for joint issues,264,66+,Hamster,2023-03
2058,2023-12-21,Playing,79,"","",4954,36-45,Fish,2023-12
2735,2023-10-25,Health,0,Annual Checkup,"All clear, healthy diet recommended",2607,66+,Hamster,2023-10
3723,2022-10-18,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",480,56-65,Dog,2022-10
4539,2023-04-17,Walking,,"","",4531,18-25,Dog,2023-04
8572,2023-09-05,Health,0,Annual Checkup,"All clear, healthy diet recommended",496,66+,Rabbit,2023-09
9008,2023-04-24,Resting,23,"","",1835,36-45,Rabbit,2023-04
6480,2022-12-28,Walking,28,"","",6899,66+,Dog,2022-12
1949,2023-01-04,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8827,46-55,Rabbit,2023-01
8349,2023-07-31,Walking,50,"","",6591,26-35,Rabbit,2023-07
7799,2023-02-17,Health,0,Dental Cleaning,"Cleaning done, no dental issues",5114,36-45,Fish,2023-02
8691,2023-06-15,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3447,26-35,Fish,2023-06
8903,2022-08-01,Health,0,Dental Cleaning,"Cleaning done, no dental issues",4754,66+,Fish,2022-08
217,2022-12-10,Health,0,Injury,"Sprain identified, rest and limited movement advised",9887,26-35,Dog,2022-12
7113,2023-02-02,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8490,36-45,Rabbit,2023-02
6939,2023-12-12,Health,0,Dental Cleaning,"Cleaning done, no dental issues",3445,46-55,Rabbit,2023-12
8226,2022-11-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",2391,56-65,Rabbit,2022-11
2350,2023-11-12,Resting,,"","",9638,36-45,Rabbit,2023-11
2898,2023-11-15,Walking,,"","",8599,46-55,Cat,2023-11
9124,2023-01-02,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6166,26-35,Rabbit,2023-01
8418,2022-07-20,Resting,41,"","",3390,56-65,Rabbit,2022-07
7833,2022-11-03,Health,0,Annual Checkup,"All clear, healthy diet recommended",3276,46-55,Fish,2022-11
4777,2022-09-22,Health,0,Injury,"Sprain identified, rest and limited movement advised",2269,36-45,Rabbit,2022-09
2262,2022-05-13,Resting,,"","",1208,26-35,Rabbit,2022-05
1292,2023-06-08,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5397,18-25,Dog,2023-06
5457,2023-11-27,Resting,61,"","",9437,18-25,Fish,2023-11
5925,2022-04-25,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8475,56-65,Hamster,2022-04
1173,2023-02-14,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1251,56-65,Cat,2023-02
8418,2022-12-14,Health,0,Annual Checkup,"All clear, healthy diet recommended",3390,56-65,Rabbit,2022-12
3484,2023-06-27,Health,0,Dental Cleaning,"Cleaning done, no dental issues",472,36-45,Hamster,2023-06
5334,2023-02-14,Resting,45,"","",9015,26-35,Cat,2023-02
5017,2023-03-04,Health,0,Injury,Physical therapy recommended for joint issues,7785,36-45,Cat,2023-03
627,2023-02-15,Resting,45,"","",5611,46-55,Fish,2023-02
6816,2022-05-09,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5909,26-35,Fish,2022-05
8989,2022-05-25,Walking,,"","",3803,36-45,Dog,2022-05
8149,2023-10-22,Playing,44,"","",7913,66+,Dog,2023-10
3520,2023-04-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4834,36-45,Hamster,2023-04
473,2022-06-22,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1387,56-65,Hamster,2022-06
9230,2022-12-30,Playing,,"","",9136,46-55,Rabbit,2022-12
3530,2023-10-27,Resting,57,"","",8942,36-45,Hamster,2023-10
1902,2023-03-05,Health,0,Annual Checkup,"All clear, healthy diet recommended",3039,36-45,Dog,2023-03
2590,2023-12-14,Health,0,Annual Checkup,"All clear, healthy diet recommended",1365,26-35,Dog,2023-12
5622,2023-10-30,Resting,48,"","",3739,66+,Cat,2023-10
7757,2022-08-31,Resting,46,"","",1457,18-25,Hamster,2022-08
1635,2023-04-29,Resting,13,"","",674,26-35,Hamster,2023-04
9187,2022-07-18,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8368,66+,Rabbit,2022-07
3467,2022-09-19,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9304,18-25,Fish,2022-09
6338,2022-08-22,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4094,46-55,Fish,2022-08
1417,2023-09-02,Resting,43,"","",1834,46-55,Rabbit,2023-09
9187,2022-09-07,Playing,,"","",8368,66+,Rabbit,2022-09
5468,2022-11-08,Resting,31,"","",4302,46-55,Fish,2022-11
249,2022-08-29,Resting,,"","",4535,56-65,Dog,2022-08
2837,2023-07-13,Health,0,Annual Checkup,Diet adjustment recommended for weight management,9708,56-65,Fish,2023-07
7799,2023-02-02,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,5114,36-45,Fish,2023-02
7281,2022-11-16,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3985,18-25,Fish,2022-11
4583,2022-07-30,Health,0,Annual Checkup,"All clear, healthy diet recommended",7768,26-35,Rabbit,2022-07
516,2023-02-13,Health,0,Injury,"Sprain identified, rest and limited movement advised",7142,66+,Rabbit,2023-02
9030,2023-09-03,Health,0,Injury,"Minor surgery performed, recovery monitored",4500,18-25,Hamster,2023-09
9452,2023-09-20,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,4154,18-25,Rabbit,2023-09
4768,2023-10-10,Health,0,Annual Checkup,Diet adjustment recommended for weight management,254,56-65,Dog,2023-10
6482,2023-01-22,Walking,78,"","",4092,46-55,Fish,2023-01
4278,2023-01-15,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6524,46-55,Cat,2023-01
7818,2023-05-18,Health,0,Annual Checkup,Diet adjustment recommended for weight management,7979,46-55,Hamster,2023-05
5919,2023-06-17,Health,0,Dental Cleaning,"Cleaning done, no dental issues",8009,26-35,Fish,2023-06
4480,2023-03-13,Playing,1,"","",9044,46-55,Hamster,2023-03
7642,2023-10-09,Resting,77,"","",8967,26-35,Rabbit,2023-10
5747,2023-05-07,Health,0,Injury,"Minor surgery performed, recovery monitored",8562,36-45,Dog,2023-05
2094,2023-04-01,Walking,25,"","",6511,46-55,Cat,2023-04
9319,2022-04-05,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4311,36-45,Hamster,2022-04
2289,2023-11-07,Resting,25,"","",4315,66+,Fish,2023-11
3017,2023-02-22,Resting,54,"","",4534,46-55,Hamster,2023-02
8070,2022-11-04,Walking,42,"","",4144,36-45,Fish,2022-11
3686,2022-12-20,Resting,,"","",2979,26-35,Rabbit,2022-12
6482,2022-04-08,Health,0,Annual Checkup,"All clear, healthy diet recommended",4092,46-55,Fish,2022-04
4912,2023-10-20,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,3425,66+,Dog,2023-10
532,2022-07-30,Health,0,Injury,"Minor surgery performed, recovery monitored",5345,18-25,Fish,2022-07
1678,2023-02-03,Resting,,"","",1146,36-45,Dog,2023-02
4690,2022-11-06,Playing,79,"","",1279,66+,Dog,2022-11
4778,2022-10-12,Resting,18,"","",477,56-65,Cat,2022-10
2144,2023-08-30,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6471,46-55,Fish,2023-08
6032,2023-11-23,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",853,26-35,Cat,2023-11
2513,2023-03-18,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",27,46-55,Dog,2023-03
6332,2023-12-19,Resting,,"","",2456,26-35,Rabbit,2023-12
2429,2022-05-02,Playing,,"","",4797,36-45,Dog,2022-05
6824,2023-03-20,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,922,56-65,Cat,2023-03
741,2023-01-10,Playing,36,"","",3823,26-35,Rabbit,2023-01
5968,2022-10-12,Walking,,"","",3794,46-55,Fish,2022-10
2805,2023-08-02,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6327,36-45,Rabbit,2023-08
3088,2022-06-23,Walking,8,"","",1339,18-25,Hamster,2022-06
236,2022-05-04,Resting,39,"","",6300,18-25,Fish,2022-05
7936,2023-08-22,Resting,71,"","",3641,36-45,Fish,2023-08
696,2023-05-08,Health,0,Dental Cleaning,"Cleaning done, no dental issues",1036,26-35,Rabbit,2023-05
5863,2023-03-13,Walking,,"","",6864,36-45,Dog,2023-03
4074,2023-03-25,Health,0,Injury,"Minor surgery performed, recovery monitored",2224,36-45,Cat,2023-03
249,2022-10-24,Walking,62,"","",4535,56-65,Dog,2022-10
4734,2023-11-03,Health,0,Dental Cleaning,"Cleaning done, no dental issues",9477,66+,Rabbit,2023-11
8840,2023-07-22,Health,0,Annual Checkup,Diet adjustment recommended for weight management,3588,18-25,Fish,2023-07
7757,2022-05-17,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,1457,18-25,Hamster,2022-05
6725,2023-06-24,Health,0,Injury,"Sprain identified, rest and limited movement advised",5568,56-65,Dog,2023-06
4480,2023-02-10,Resting,79,"","",9044,46-55,Hamster,2023-02
6376,2022-04-04,Health,0,Injury,"Sprain identified, rest and limited movement advised",1407,56-65,Rabbit,2022-04
637,2023-02-15,Health,0,Injury,"Minor surgery performed, recovery monitored",6918,56-65,Cat,2023-02
9305,2022-11-04,Resting,,"","",4495,18-25,Dog,2022-11
694,2022-07-21,Walking,11,"","",6526,26-35,Hamster,2022-07
6740,2023-03-25,Playing,63,"","",797,46-55,Cat,2023-03
6897,2022-08-11,Health,0,Annual Checkup,"All clear, healthy diet recommended",9232,36-45,Cat,2022-08
3856,2022-10-08,Resting,14,"","",7968,66+,Hamster,2022-10
7936,2023-01-19,Walking,52,"","",3641,36-45,Fish,2023-01
5940,2023-03-06,Resting,72,"","",7893,56-65,Fish,2023-03
5107,2022-08-13,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3456,36-45,Fish,2022-08
3304,2023-06-25,Health,0,Injury,"Minor surgery performed, recovery monitored",8128,46-55,Fish,2023-06
8342,2023-07-26,Playing,,"","",6252,36-45,Rabbit,2023-07
6896,2022-07-26,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",7961,56-65,Dog,2022-07
4045,2023-10-26,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6103,46-55,Dog,2023-10
8244,2023-09-23,Resting,20,"","",5743,66+,Fish,2023-09
1057,2023-02-23,Health,0,Injury,Physical therapy recommended for joint issues,6689,46-55,Fish,2023-02
2869,2023-10-21,Health,0,Injury,"Sprain identified, rest and limited movement advised",4983,36-45,Cat,2023-10
9191,2022-07-10,Resting,44,"","",2639,66+,Hamster,2022-07
2448,2022-10-23,Walking,,"","",5266,26-35,Hamster,2022-10
500,2022-10-02,Resting,45,"","",9128,26-35,Cat,2022-10
2893,2023-06-08,Resting,22,"","",8726,66+,Dog,2023-06
4278,2023-11-16,Playing,,"","",6524,46-55,Cat,2023-11
3750,2023-02-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",9515,26-35,Dog,2023-02
5984,2022-05-17,Playing,66,"","",2527,18-25,Fish,2022-05
8226,2022-08-20,Health,0,Injury,Physical therapy recommended for joint issues,2391,56-65,Rabbit,2022-08
2415,2022-10-05,Health,0,Dental Cleaning,"Cleaning done, no dental issues",359,46-55,Rabbit,2022-10
1286,2022-12-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3923,36-45,Fish,2022-12
3735,2022-08-11,Resting,87,"","",4333,26-35,Cat,2022-08
4045,2023-11-18,Walking,75,"","",6103,46-55,Dog,2023-11
8746,2023-03-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",5569,66+,Dog,2023-03
585,2023-10-29,Walking,4,"","",9685,26-35,Dog,2023-10
2840,2023-05-24,Health,0,Injury,"Minor surgery performed, recovery monitored",8267,46-55,Fish,2023-05
9223,2023-09-26,Resting,57,"","",8116,56-65,Cat,2023-09
627,2023-09-17,Walking,,"","",5611,46-55,Fish,2023-09
6620,2022-10-14,Walking,72,"","",9788,46-55,Hamster,2022-10
306,2022-12-03,Playing,57,"","",9972,66+,Rabbit,2022-12
5747,2023-12-27,Resting,9,"","",8562,36-45,Dog,2023-12
3587,2022-11-11,Resting,87,"","",7214,26-35,Hamster,2022-11
1370,2022-06-13,Health,0,Injury,"Sprain identified, rest and limited movement advised",3138,18-25,Hamster,2022-06
4074,2023-08-10,Health,0,Injury,"Sprain identified, rest and limited movement advised",2224,36-45,Cat,2023-08
6816,2023-11-02,Health,0,Annual Checkup,Diet adjustment recommended for weight management,5909,26-35,Fish,2023-11
7825,2022-10-09,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6060,56-65,Dog,2022-10
5630,2022-06-28,Resting,8,"","",5976,36-45,Dog,2022-06
3605,2022-08-09,Health,0,Injury,Physical therapy recommended for joint issues,4554,66+,Cat,2022-08
7716,2022-05-17,Playing,8,"","",342,66+,Cat,2022-05
7818,2023-10-10,Playing,78,"","",7979,46-55,Hamster,2023-10
2893,2023-12-14,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",8726,66+,Dog,2023-12
9695,2023-02-06,Health,0,Injury,"Minor surgery performed, recovery monitored",6402,66+,Fish,2023-02
7833,2023-05-28,Playing,,"","",3276,46-55,Fish,2023-05
5198,2023-03-14,Resting,57,"","",2027,36-45,Hamster,2023-03
5406,2022-10-12,Playing,79,"","",9906,66+,Fish,2022-10
3100,2022-08-25,Health,0,Dental Cleaning,"Cleaning done, no dental issues",329,66+,Dog,2022-08
5037,2022-07-10,Health,0,Annual Checkup,Diet adjustment recommended for weight management,119,26-35,Fish,2022-07
1207,2023-07-04,Playing,39,"","",7087,26-35,Rabbit,2023-07
1345,2022-11-13,Resting,6,"","",9512,18-25,Fish,2022-11
5578,2023-11-23,Walking,4,"","",5887,18-25,Cat,2023-11
1060,2022-04-09,Health,0,Injury,"Minor surgery performed, recovery monitored",1001,56-65,Rabbit,2022-04
4768,2022-12-01,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,254,56-65,Dog,2022-12
5017,2023-09-20,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7785,36-45,Cat,2023-09
1888,2022-11-27,Health,0,Annual Checkup,Diet adjustment recommended for weight management,360,36-45,Fish,2022-11
1564,2023-05-10,Walking,,"","",1621,18-25,Rabbit,2023-05
2869,2023-04-30,Playing,,"","",4983,36-45,Cat,2023-04
2882,2023-12-17,Playing,75,"","",6343,56-65,Dog,2023-12
8993,2022-07-20,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",1424,66+,Cat,2022-07
1888,2023-06-01,Resting,90,"","",360,36-45,Fish,2023-06
5630,2023-06-12,Health,0,Injury,"Minor surgery performed, recovery monitored",5976,36-45,Dog,2023-06
7144,2022-06-17,Playing,74,"","",8470,56-65,Rabbit,2022-06
3026,2022-04-09,Health,0,Injury,Physical therapy recommended for joint issues,2037,66+,Rabbit,2022-04
8804,2022-06-02,Health,0,Annual Checkup,"All clear, healthy diet recommended",3846,46-55,Fish,2022-06
5334,2022-07-11,Walking,,"","",9015,26-35,Cat,2022-07
5693,2022-07-17,Playing,74,"","",4597,18-25,Fish,2022-07
4937,2022-08-24,Walking,51,"","",9579,26-35,Hamster,2022-08
2755,2023-05-21,Health,0,Injury,Physical therapy recommended for joint issues,310,18-25,Rabbit,2023-05
1906,2022-06-27,Walking,,"","",4680,18-25,Rabbit,2022-06
1925,2022-06-25,Walking,54,"","",2797,46-55,Dog,2022-06
696,2023-11-30,Resting,70,"","",1036,26-35,Rabbit,2023-11
9581,2022-04-07,Health,0,Dental Cleaning,"Cleaning done, no dental issues",6128,66+,Rabbit,2022-04
9445,2022-07-06,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3664,18-25,Dog,2022-07
3605,2022-07-03,Walking,6,"","",4554,66+,Cat,2022-07
6534,2023-10-01,Health,0,Injury,Physical therapy recommended for joint issues,2761,26-35,Cat,2023-10
5984,2022-04-27,Health,0,Ear Infection,Medication and follow-up in 2 weeks for infection,2527,18-25,Fish,2022-04
8349,2023-03-15,Resting,10,"","",6591,26-35,Rabbit,2023-03
5925,2023-10-21,Resting,34,"","",8475,56-65,Hamster,2023-10
4690,2023-11-29,Health,0,Annual Checkup,Diet adjustment recommended for weight management,1279,66+,Dog,2023-11
556,2023-11-03,Walking,34,"","",3870,26-35,Fish,2023-11
5975,2022-04-19,Playing,32,"","",5818,18-25,Cat,2022-04
2429,2023-12-24,Resting,9,"","",4797,36-45,Dog,2023-12
8804,2022-09-07,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",3846,46-55,Fish,2022-09
427,2023-12-20,Walking,41,"","",6043,66+,Rabbit,2023-12
8804,2023-05-31,Playing,,"","",3846,46-55,Fish,2023-05
9684,2022-07-29,Health,0,Dental Cleaning,"Cleaning done, no dental issues",560,18-25,Hamster,2022-07
5037,2022-12-22,Health,0,Dental Cleaning,"Cleaning done, no dental issues",119,26-35,Fish,2022-12
3484,2023-06-23,Health,0,Annual Checkup,Diet adjustment recommended for weight management,472,36-45,Hamster,2023-06
7706,2023-11-05,Health,0,Dental Cleaning,"Cleaning done, no dental issues",592,56-65,Hamster,2023-11
6467,2023-10-18,Health,0,Injury,"Sprain identified, rest and limited movement advised",7672,26-35,Fish,2023-10
6102,2022-09-24,Walking,28,"","",1403,46-55,Hamster,2022-09
3946,2022-05-11,Walking,80,"","",1722,66+,Cat,2022-05
9218,2023-06-01,Health,0,Annual Checkup,"All clear, healthy diet recommended",2552,26-35,Fish,2023-06
5017,2023-08-25,Health,0,Dental Cleaning,"Cleaning done, no dental issues",7785,36-45,Cat,2023-08
8572,2023-07-23,Health,0,Annual Checkup,"All clear, healthy diet recommended",496,66+,Rabbit,2023-07
6897,2023-08-02,Walking,49,"","",9232,36-45,Cat,2023-08
2783,2023-05-15,Resting,64,"","",7419,26-35,Rabbit,2023-05
9578,2023-08-30,Playing,29,"","",2135,46-55,Fish,2023-08
2898,2022-10-06,Walking,,"","",8599,46-55,Cat,2022-10
2726,2023-07-15,Health,0,Annual Checkup,Diet adjustment recommended for weight management,6618,56-65,Fish,2023-07
5345,2022-11-17,Playing,89,"","",4517,66+,Cat,2022-11
1322,2022-06-15,Health,0,Injury,"Sprain identified, rest and limited movement advised",1748,66+,Fish,2022-06
8387,2023-09-14,Health,0,Annual Checkup,"All clear, healthy diet recommended",160,36-45,Cat,2023-09
3224,2022-10-23,Playing,,"","",5059,36-45,Cat,2022-10
309,2023-06-09,Health,0,Annual Checkup,"Vaccination completed, next due in 1 year",4240,66+,Rabbit,2023-06
997,2023-04-21,Resting,11,"","",7886,26-35,Hamster,2023-04
8789,2023-10-25,Health,0,Annual Checkup,"All clear, healthy diet recommended",6619,18-25,Rabbit,2023-10
9960,2023-07-25,Health,0,Annual Checkup,Diet adjustment recommended for weight management,858,18-25,Cat,2023-07
